,,,,,,,,
Date,Open*,High,Low,Close**,Volume,Market Cap,,
9-Feb-18,0.000738,0.000932,0.00064,0.000877,"1,051,210","157,774,000",114,
10-Feb-18,0.000934,0.001153,0.000771,0.000861,"2,192,720","199,626,000",113,
11-Feb-18,0.00086,0.00092,0.000729,0.00087,"877,780","183,924,000",112,
12-Feb-18,0.00082,0.000956,0.000763,0.000816,"1,217,600","175,490,000",111,
13-Feb-18,0.000814,0.000882,0.000689,0.000776,"787,513","174,348,000",110,
14-Feb-18,0.000774,0.000934,0.000743,0.000865,"673,825","165,783,000",109,
15-Feb-18,0.000862,0.000974,0.000803,0.000845,"1,052,990","184,786,000",108,
16-Feb-18,0.000899,0.000927,0.000715,0.000888,"768,353","192,891,000",107,
17-Feb-18,0.000887,0.000946,0.000758,0.000879,"450,984","190,437,000",106,
18-Feb-18,0.00088,0.000897,0.000747,0.000749,"435,777","188,924,000",105,
19-Feb-18,0.000745,0.000871,0.000696,0.00078,"648,410","159,969,000",104,
20-Feb-18,0.00078,0.000941,0.000695,0.000776,"1,261,710","167,723,000",103,
21-Feb-18,0.000698,0.000772,0.000572,0.000648,"983,162","150,064,000",102,
22-Feb-18,0.000719,0.000746,0.000538,0.000598,"709,226","154,895,000",101,
23-Feb-18,0.000597,0.000714,0.000519,0.000689,"618,729","128,590,000",100,
24-Feb-18,0.000687,0.000707,0.000549,0.00059,"461,857","148,174,000",99,
25-Feb-18,0.000589,0.000651,0.000498,0.000571,"376,591","127,254,000",98,
26-Feb-18,0.000512,0.00061,0.000436,0.000516,"1,081,180","110,542,000",97,
27-Feb-18,0.000595,0.000612,0.000415,0.000448,"886,827","128,576,000",96,
28-Feb-18,0.000525,0.000545,0.000328,0.000415,"1,275,230","113,609,000",95,
1-Mar-18,0.000415,0.00054,0.000412,0.000449,"588,604","89,944,100",94,
2-Mar-18,0.000449,0.000543,0.000432,0.00044,"613,759","97,326,700",93,
3-Mar-18,0.00044,0.000526,0.000361,0.000447,"350,159","95,370,300",92,
4-Mar-18,0.000447,0.000447,0.00034,0.000351,"647,255","96,906,800",91,
5-Mar-18,0.00035,0.000446,0.000345,0.000347,"686,905","75,893,500",90,
6-Mar-18,0.000347,0.000425,0.000324,0.000329,"277,434","75,421,000",89,
7-Mar-18,0.000329,0.000385,0.000298,0.000356,"273,524","71,564,700",88,
8-Mar-18,0.000356,0.000388,0.000285,0.00029,"396,751","77,456,200",87,
9-Mar-18,0.000288,0.000356,0.000211,0.000281,"433,663","62,799,600",86,
10-Mar-18,0.000281,0.000356,0.000217,0.000269,"182,056","61,500,300",85,
11-Mar-18,0.000269,0.000318,0.00019,0.000286,"465,169","58,863,500",84,
12-Mar-18,0.000286,0.000296,0.000207,0.000276,"421,871","62,634,600",83,
13-Mar-18,0.000274,0.000281,0.000209,0.000266,"237,069","60,047,500",82,
14-Mar-18,0.000265,0.000275,0.000193,0.000244,"220,013","58,254,100",81,
15-Mar-18,0.000244,0.00025,0.00019,0.000247,"171,013","53,674,700",80,
16-Mar-18,0.000247,0.000321,0.000238,0.00025,"553,640","54,300,900",79,
17-Mar-18,0.00025,0.000311,0.000186,0.000239,"207,322","54,966,200",78,
18-Mar-18,0.00024,0.000297,0.000219,0.00025,"169,342","52,847,900",77,
19-Mar-18,0.000249,0.00031,0.000247,0.000269,"179,662","54,896,300",76,
20-Mar-18,0.000268,0.000343,0.000266,0.000306,"214,573","59,047,100",75,
21-Mar-18,0.000295,0.000338,0.000267,0.000324,"439,094","64,927,400",74,
22-Mar-18,0.000326,0.000337,0.000259,0.000265,"103,076","71,844,700",73,
23-Mar-18,0.000266,0.000313,0.000246,0.000313,"204,833","58,755,600",72,
24-Mar-18,0.000267,0.000321,0.000206,0.000257,"135,252","59,059,100",71,
25-Mar-18,0.000254,0.000257,0.000203,0.000221,"74,733","56,121,800",70,
26-Mar-18,0.000221,0.000251,0.000199,0.000233,"79,119","48,840,700",69,
27-Mar-18,0.000211,0.000238,0.000195,0.000226,"101,363","46,643,400",68,
28-Mar-18,0.000228,0.000241,0.000187,0.000209,"78,725","50,586,800",67,
29-Mar-18,0.000208,0.000234,0.000177,0.000197,"95,492","46,047,900",66,
30-Mar-18,0.000197,0.000201,0.000162,0.00019,"95,387","43,727,600",65,
31-Mar-18,0.000186,0.000201,0.000162,0.000194,"138,771","41,308,200",64,
1-Apr-18,0.000194,0.000197,0.000143,0.000158,"58,224","43,142,600",63,
2-Apr-18,0.000156,0.000198,0.000147,0.000152,"160,690","34,663,700",62,
3-Apr-18,0.000152,0.000212,0.000148,0.000195,"116,745","33,766,500",61,
4-Apr-18,0.000195,0.000201,0.000164,0.000167,"98,105","43,458,600",60,
